longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-122.262,47.7691,1,5,3,2590,8,2.8676,520000,0
-122.258,47.7183,2,3,3,3970,10,2.1907,1450000,0
-122.214,47.7736,1,3,3,1220,7,1.7778,333500,0
-122.029,47.362,1,4,3,1400,6,2.52,232000,0
-122.121,47.5698,1,4,3,2360,8,4.2788,691100,0
-122.221,47.5505,1,4,3,1870,8,2.944,811000,0
-122.234,47.7605,2,3,3,2830,9,1.725,551000,0
-122.157,47.7356,2,3,3,2260,8,5.2289,496500,0
-122.438,47.3844,2,4,3,1970,9,2.5562,705000,1
-122.226,47.4904,1,5,4,3140,9,0.949,578000,0
-122.089,47.3663,1,5,3,1240,7,1.1696,255000,0
-122.123,47.5637,2,3,4,3450,10,1.4012,1050000,0
-122.125,47.3759,2,4,3,2570,8,1.1859,348000,0
-122.167,47.3912,2,3,3,1510,7,1.7464,230000,0
-122.371,47.3305,2,3,4,2390,9,2.8846,359500,0
-122.357,47.7617,1,3,3,980,6,2.7372,330000,0
-121.909,47.6499,1,2,1,430,4,3.8594,80000,0
-122.353,47.7311,1,3,3,1480,7,3.5625,465000,0
-122.107,47.3701,2,3,4,1850,8,2.2788,325000,0
-122.318,47.4857,1,4,3,2270,7,2.537,340500,0
-122.042,47.3724,2,3,3,1810,8,2.525,342500,0
-122.266,47.4855,2,3,2,1610,6,1.9946,290900,0
-122.064,47.6336,2,3,3,3840,10,2.8214,868700,0
-122.281,47.717,2,3,4,4110,9,2.6165,1199000,0
-122.066,47.6332,2,3,4,4190,11,1.9483,1150000,0
-122.062,47.5906,2,3,4,3390,9,1.9327,859900,0
-121.998,47.5461,2,3,4,1890,7,1.9798,520000,0
-122.29,47.5674,2,3,3,1610,9,2.4167,460000,0
-122.29,47.6943,1,3,3,1050,7,2.5417,438924,0
-122.38,47.5486,1,3,2,630,5,3.3906,315000,0
-122.188,47.6658,1,3,4,2910,8,2.5652,590000,0
-122.153,47.5772,1,3,4,1700,7,2.2845,378500,0
-122.161,47.3875,2,4,3,1950,9,2.6071,328500,0
-122.174,47.6344,2,4,3,2990,8,3.15,849950,0
-122.391,47.5275,1,3,3,1350,7,2.6914,525000,0
-122.005,47.6179,2.5,3,4,4860,9,1.8447,1385000,0
-122.378,47.3078,1,4,4,2160,8,1.6307,295000,0
-122.137,47.5521,2,3,6,4860,11,2.9044,1067000,0
-122.264,47.5158,1,3,2,890,6,2.9405,207950,0
-121.977,47.5985,2,3,4,2810,9,3.3893,699900,0
-122.082,47.5645,2,4,5,3400,8,3.0417,1280000,0
-122.154,47.6734,1,4,4,1580,7,7.0897,452000,0
-122.186,47.4734,1,4,3,1680,7,5.0463,370000,0
-122.087,47.3811,1,5,3,1300,7,1.7652,232000,0
-122.215,47.7081,2,4,5,2820,7,7.8521,669950,0
-122.216,47.7193,1,3,3,1510,7,9.3959,397500,0
-122.301,47.6192,2,3,2,1230,8,5.3794,490000,0
-122.387,47.5836,2,3,4,2110,9,3.2619,725000,0
-122.284,47.3841,1,4,3,3080,7,2.7054,299000,0
-122.39,47.5872,1.5,4,2,1490,7,2.2431,625000,0
-121.88,47.5322,2,3,3,2120,7,1.9028,437500,0
-121.864,47.5416,2,3,4,3180,9,1.5817,650000,0
-122.381,47.6799,1,3,2,1490,7,2.2841,475000,0
-122.151,47.3672,1,4,3,1930,8,1.3785,342000,0
-122.205,47.684,2,3,4,2770,10,2.9018,1197350,0
-122.191,47.4404,1,4,3,1670,7,1.73,280000,0
-122.281,47.4467,1,3,2,1330,7,2.2625,240000,0
-122.363,47.6729,1.5,4,3,1210,7,2.2106,529000,0
-122.385,47.5346,1,4,3,1190,7,2.6997,442000,0
-122.373,47.6454,1,4,2,1540,7,4.0018,615000,0
-122.196,47.6821,2,3,4,4030,10,7.8772,1485000,0
-122.11,47.7206,1,4,4,2430,8,11.8603,585000,0
-122.139,47.4877,2,3,4,2600,8,13.499,480000,0
-122.018,47.6554,2,4,5,4410,9,12.2138,1095000,0
-122.347,47.7343,1.5,3,4,1330,7,8.1872,290000,0
-122.393,47.5789,1,5,3,1900,7,12.3804,615000,0
-122.339,47.7439,1,4,2,1100,7,5.8948,300000,0
-122.225,47.3818,1.5,3,3,1980,6,8.1194,308000,0
-122.173,47.6734,2,3,3,2400,9,8.7477,750000,0
-122.285,47.6415,2.5,5,4,4760,9,6.155,2250000,0
-122.084,47.4711,2,3,4,3180,10,5.883,890000,0
-122.177,47.452,1,5,3,1190,6,5.2128,288000,0
-122.221,47.4973,1,3,2,630,6,4.7188,190000,0
-122.341,47.7546,1,3,5,2530,8,5.2915,515000,0
-122.215,47.4667,1,4,4,1690,5,2.6411,235000,0
-122.374,47.5186,1,3,2,940,6,3.3214,275000,0
-122.193,47.6221,1,4,2,1240,7,3.6417,727500,0
-122.039,47.683,2,3,4,3040,7,3.0161,650000,0
-121.943,47.6033,2,3,6,6050,11,3.1771,1600000,0
-122.305,47.7315,1.5,3,4,1590,6,3.4531,365000,0
-122.084,47.6917,1,3,3,2500,9,4.3098,662000,0
-122.056,47.3608,1,3,3,1780,7,3.3438,270500,0
-122.19,47.2852,2,3,2,1360,7,2.9213,200000,0
-122.071,47.5931,2,3,4,4740,10,2.6806,970000,0
-122.316,47.4097,1,4,3,1010,7,3.7708,160000,0
-122.021,47.3105,1,4,3,1040,6,3.9444,204000,0
-122.161,47.4296,2,4,3,1610,7,5.2601,358000,0
-122.197,47.7373,1,3,4,1570,7,2.5444,452000,0
-122.345,47.6582,1,4,2,1510,7,2.6447,595000,0
-122.16,47.3577,1,3,3,1360,7,2.5762,249000,0
-122.205,47.449,2,3,4,1970,8,1.9427,346900,0
-122.348,47.4169,2,4,3,5403,12,2.9688,2125000,1
-122.186,47.5025,2,3,4,1560,7,3.75,280000,0
-122.28,47.3644,1,4,4,2320,8,5.1702,318888,0
-122.009,47.5896,1,3,3,2120,8,2.5139,530000,0
-122.169,47.3914,2,4,3,2120,8,2.9732,375000,0
-122.131,47.7197,2,3,4,3350,11,5.5337,910000,0
-122.116,47.5623,2,4,4,2380,10,4.1667,782000,0
-122.357,47.5213,2,3,2,1070,9,2.7115,259950,0
-122.16,47.4518,1,4,4,2300,7,3.3269,315000,0
-122.3,47.4949,1,4,2,1320,6,3.2685,215000,0
-122.248,47.5885,1,4,3,2180,7,4.7778,705000,0
-122.411,47.6452,2,5,3,4380,10,4.226,1450000,0
-122.305,47.749,2,3,3,1790,7,3.3571,451000,0
-122.198,47.4727,1,4,2,750,6,2.9899,261000,0
-122.256,47.7403,1,5,3,1300,7,2.875,396000,0
-122.117,47.5146,2,3,4,2990,9,2.3882,725000,0
-122.231,47.5666,2,3,7,4640,11,2.975,1950000,0
-122.291,47.4339,1.5,3,4,1400,7,5.1039,238000,0
-122.097,47.6368,2,4,6,2750,8,4.1458,750000,0
-122.075,47.3628,2,3,4,2050,7,3.4762,331500,0
-121.845,47.52,1,3,4,2230,7,2.6833,460000,0
-122.083,47.2953,1,4,4,2340,8,5.75,404950,0
-122.352,47.6935,2,3,3,2870,9,3.9632,880000,0
-122.023,47.6239,2,3,4,4120,10,4.9489,863000,0
-122.168,47.5846,1,3,3,2080,7,4.8711,638700,0
-122.026,47.6969,2,3,3,1840,7,3.0718,435000,0
-122.259,47.505,1.5,4,3,1180,6,3.6719,260000,0
-122.289,47.667,1.5,5,5,2160,7,4.6094,671500,0
-122.353,47.6376,1.5,3,3,1180,8,4.5213,610000,0
-121.87,47.6929,1,4,2,1160,6,4.4562,405000,0
-122.015,47.3572,2,3,4,1830,7,7.611,338900,0
-121.97,47.5816,2,3,4,3200,10,3.2689,720000,0
-122.311,47.5502,1.5,4,5,2560,7,3.567,442000,0
-122.299,47.6136,1.5,5,5,2550,8,3.6875,650000,0
-122.161,47.4478,1,3,3,1330,7,4.7695,263500,0
-122.007,47.4219,1,4,2,1220,7,3.1972,300000,0
-122.212,47.3521,2,3,3,1805,7,7.2634,266000,0
-122.029,47.7466,2.5,3,4,6050,9,7.0568,930000,0
-122.229,47.7727,2,3,4,2320,8,4.635,530000,0
-122.371,47.3062,1,4,3,1384,6,5.3015,180000,0
-121.86,47.5422,2,3,3,2720,9,4.9801,619000,0
-122.306,47.3366,1,4,3,1820,7,5.4834,264000,0
-122.409,47.573,1.5,4,2,2130,7,6.187,730000,0
-122.177,47.7258,2,3,4,2060,7,5.6194,439000,0
-122.176,47.4025,1,4,4,1420,7,5.4639,268500,0
-121.755,47.476,1,3,3,1510,7,5.1498,330000,0
-122.307,47.6045,1.5,3,3,2160,8,5.8382,640000,0
-122.058,47.6366,2,4,3,3180,11,4.65,900000,0
-122.06,47.3725,2,4,3,2110,8,4.3819,370000,0
-122.292,47.5897,1.5,5,3,2060,8,3.7222,685000,0
-121.972,47.6277,1,3,3,1830,7,5.2855,505000,0
-121.974,47.1803,1,4,3,1820,7,4.3375,265000,0
-122.188,47.4489,2,3,3,1610,8,5.2131,290000,0
-122.017,47.3665,2,3,4,1780,7,6.005,296000,0
-122.251,47.4964,2,3,4,1840,7,5.0519,360000,0
-122.317,47.492,1,3,3,1460,7,4.8237,240500,0
-122.373,47.5496,2,3,2,1400,8,5.2497,372500,0
-121.776,47.5008,2,3,3,3370,9,4.125,595000,0
-122.341,47.2846,2,3,4,3590,9,4.6005,515000,0
-122.216,47.5494,2,4,4,3200,9,3.5187,1220000,0
-122.027,47.7123,1,3,2,1670,8,3,507000,0
-122.115,47.3131,1,3,4,2420,9,3.4934,399950,0
-121.996,47.3122,2,3,3,1430,7,2.9861,185000,0
-122.125,47.6947,1,3,3,1440,7,2.5362,460000,0
-122.018,47.5665,2,3,3,1450,7,3.3021,435500,0
-122.283,47.425,1,5,4,3550,8,3.0964,469000,0
-122.34,47.6634,2,3,2,1270,8,2.8512,531000,0
-122.373,47.7047,1,3,2,940,7,3.3478,443500,0
-122.084,47.3666,1,3,3,1670,7,2.3958,223000,0
-122.242,47.7466,2,3,4,3100,8,3.5295,590000,0
-122.35,47.6972,3,3,2,1100,7,4.8036,340000,0
-122.395,47.6372,1,4,3,1870,8,3.851,650000,0
-122.001,47.5694,2,4,3,1930,8,4.0662,533600,0
-122.024,47.6214,2,3,3,2540,9,4.6042,695000,0
-122.188,47.3961,1.5,4,3,1280,7,2.2,242000,0
-122.309,47.7162,1,3,3,1820,7,4.1164,425000,0
-122.113,47.6844,2,3,3,1490,7,3.95,525000,0
-122.018,47.5737,2,3,3,1880,8,4.9135,485000,0
-121.771,47.4474,1,3,3,1250,7,2.8355,175000,0
-122.184,47.3128,1,3,3,1440,8,3.25,210000,0
-122.171,47.4022,2,3,3,1920,7,2.8301,260000,0
-122.391,47.5671,1,3,3,2060,7,3.7159,577000,0
-122.212,47.2876,1,4,3,1210,7,2.5625,200000,0
-122.372,47.682,1,4,2,1760,7,3.8047,605000,0
-122.331,47.7125,1,4,3,990,6,3.375,325000,0
-122.239,47.496,1,4,3,960,6,3.244,289500,0
-122.309,47.5876,3,3,3,1660,9,4.0268,559950,0
-122.273,47.6821,1,4,3,1900,8,3.3906,1042500,0
-122.396,47.6581,1,3,3,1270,7,5.5461,543500,0
-122.094,47.3496,2,4,4,3250,9,3.371,480000,0
-122.001,47.1951,1,5,3,960,6,3.5313,218000,0
-122.396,47.6539,1,4,2,1330,7,3.663,565000,0
-122.178,47.5375,1,5,3,2080,7,2.875,426700,0
-122.267,47.7605,1,3,3,2690,8,4.0202,650000,0
-122.326,47.6663,1,3,2,890,7,4.5553,542000,0
-122.13,47.6978,1,3,3,1070,7,3.4643,415000,0
-122.215,47.3221,1,4,3,1200,6,3.3431,214000,0
-122.275,47.4488,2,5,3,1360,7,2.1898,245000,0
-122.31,47.2681,1,3,3,2050,8,2.9097,314500,0
-122.39,47.5821,2,5,3,3000,9,3.375,1120000,0
-122.39,47.5395,1,3,2,1300,7,2.8125,378000,0
-122.269,47.336,1,3,4,2250,7,5,305000,0
-122.261,47.7679,1,4,5,3740,8,3.0673,595000,0
-122.402,47.5818,3,3,3,1660,9,3.8125,729500,0
-121.853,47.5317,2,3,3,2360,7,6.9096,430000,0
-122.05,47.3647,1,3,3,1760,7,7.912,240000,0
-122.384,47.5338,1.5,3,3,1680,7,3.8393,545000,0
-122.305,47.6681,1,3,3,1320,7,4,530000,0
-122.3,47.4152,1,3,1,870,6,6.5095,157000,0
-122.35,47.5044,1.5,3,4,1260,6,3.5156,425000,0
-122.346,47.4793,1,3,3,1000,6,2.983,220000,0
-122.076,47.7627,1,4,4,2020,8,3.524,521000,0
-122.274,47.5193,1,3,3,1920,7,3.1103,325000,0
-122.379,47.555,1.5,4,3,2150,7,3.5781,597500,0
-121.826,47.526,2,3,3,1470,7,3.1682,337000,0
-122.124,47.655,2,3,3,3180,10,2.6101,1000000,0
-122.224,47.7022,1,4,3,3930,8,3.6932,3070000,1
-122.267,47.6718,1,3,3,990,6,3.4583,495000,0
-122.109,47.6327,2,3,4,2770,8,3.9032,748000,0
-122.198,47.6245,1,4,3,1250,7,4.0208,888000,0
-121.758,47.4761,1,3,3,1140,7,3.5547,269900,0
-122.045,47.5221,1,3,4,2250,7,4.5859,496500,0
-122.278,47.7522,2,3,3,1640,7,2.6321,475000,0
-122.311,47.7145,3,3,3,1255,7,3.395,312000,0
-122.11,47.7404,1,3,3,1290,7,3.9702,323000,0
-122.159,47.4834,1,3,3,1300,7,5.0043,331000,0
-122.353,47.7049,3,3,3,1220,8,4.4659,306000,0
-122.381,47.6915,3,3,4,2630,8,3.6625,655000,0
-122.319,47.336,1,4,3,1950,8,3.8864,290000,0
-122.274,47.6597,2,5,4,3160,9,3.4583,1250000,0
-122.286,47.6759,1,4,3,1550,7,3.7813,460000,0
-122.319,47.6988,1,4,4,1700,7,2.9917,435000,0
-122.181,47.5427,1,5,4,2510,8,4.4375,664000,0
-122.318,47.6462,2,4,4,1800,8,4,865000,0
-122.146,47.4406,1,3,3,1800,8,2.3869,385000,0
-122.202,47.705,1,3,3,1870,7,4.7609,497000,0
-121.785,47.4965,1,4,2,1010,7,5.4858,280000,0
-122.271,47.5024,1,3,2,1120,6,4.3971,188000,0
-122.387,47.5304,1,3,3,2090,8,4.0109,478500,0
-121.872,47.544,2,3,4,4370,11,4.3864,1145000,0
-122.368,47.291,1,4,3,1440,7,4.2841,222000,0
-122.006,47.6932,2,3,4,2580,8,5.1312,799000,0
-122.004,47.3558,2,3,4,3190,10,2.9958,609900,0
-122.359,47.5536,2,4,4,2380,7,3.6364,413000,0
-122.321,47.6942,1.5,3,4,1420,7,2.7955,400000,0
-122.182,47.5462,2,3,5,2990,9,2.9507,802541,0
-122.346,47.2918,2,3,3,2680,8,3.4375,320000,0
-121.882,47.5441,2,3,4,2730,7,2.875,507000,0
-122.298,47.6982,1,3,3,1220,6,3.0345,387500,0
-122.101,47.7415,1,3,3,1500,7,2.679,396000,0
-122.224,47.4862,1,3,3,1830,8,2.9922,373000,0
-122.22,47.5553,2,5,5,4570,10,4.1042,1484900,0
-122.141,47.4406,2,3,4,2470,8,2.5833,359900,0
-122.316,47.6997,1,3,2,800,6,2.1552,410000,0
-122.03,47.6726,2,3,4,2900,9,2.3274,690000,0
-122.185,47.3702,1,3,3,1410,7,2.4206,245000,0
-122.083,47.5896,1,5,5,2830,8,3.9063,700000,0
-122.311,47.3923,1,3,4,1680,7,2.6464,268000,0
-122.1,47.3664,1,3,3,1760,7,3.4643,225000,0
-122.195,47.5894,2,3,4,2240,8,2.3973,980000,0
-122.359,47.5708,1.5,3,2,1380,5,6.5,795000,0
-122.262,47.5156,1,3,2,820,6,6.0574,195000,0
-122.177,47.589,1,2,4,2180,6,3.8958,480000,0
-122.37,47.6385,1,3,4,1400,7,4.7813,485000,0
-122.291,47.4672,1,3,2,880,5,3.2829,130000,0
-122.327,47.3444,1,4,2,1060,6,5.3169,325000,0
-122.191,47.731,1,4,3,1530,7,6.2579,440000,0
-122.271,47.7646,1,3,4,2480,8,5.1701,550000,0
-122.124,47.5015,1,5,3,1490,6,3.25,310000,0
-121.972,47.2413,2,4,3,3660,9,3.1796,530000,0
-122.183,47.4206,2,3,4,2340,8,2.4196,390000,0
-122.28,47.3575,1,4,3,1450,7,2.6563,243000,0
-122.025,47.6285,2,3,4,2210,9,0.9637,639000,0
-122.316,47.3437,1,4,4,1130,7,2.3357,215000,0
-122.22,47.7573,1,3,5,1550,7,3.5114,405000,0
-122.275,47.3745,1,5,4,1710,7,3.3125,250000,0
-122.309,47.7359,1,5,3,1010,7,2.4042,405500,0
-122.286,47.7142,2,3,6,2660,7,2.8322,452000,0
-122.286,47.7142,2,3,6,2660,7,2.5156,730000,0
-121.998,47.3131,1,3,3,1300,7,3.4032,267000,0
-122.031,47.3668,2,3,3,1670,7,2.535,289950,0
-122.349,47.6893,1,5,2,960,7,2.5772,565000,0
-122.164,47.635,2,4,4,4670,12,3.0962,1578000,0
-122.131,47.6664,2,3,3,2140,8,2.9564,636000,0
-122.255,47.4938,1,3,5,2520,8,3.125,350000,0
-122.162,47.4525,1,5,3,1650,7,2.95,320000,0
-122.319,47.3825,1,4,2,1440,8,4.38,210000,0
-122.376,47.5326,1,3,2,1050,7,4.0417,245000,0
-122.161,47.4818,1,3,3,1470,7,3.8,328000,0
-122.077,47.7287,2,3,4,4230,11,3.4839,985000,0
-122.225,47.4908,1,5,3,1970,8,4.0588,501000,0
-121.759,47.4429,2,3,3,1540,7,4.1974,315000,0
-121.965,47.7336,2,3,3,2090,8,3.6,403000,0
-122.28,47.7591,2,4,3,2380,8,4.267,550000,0
-122.201,47.3591,2,3,4,2156,9,4.2386,347500,0
-122.162,47.4388,2,4,4,2070,8,5.5797,365000,0
-122.368,47.7004,1,4,3,1910,8,4.0682,588000,0
-122.131,47.5633,1,4,3,1920,8,3.1734,605000,0
-122.273,47.6585,2,4,3,3400,9,4.7933,1300000,0
-122.272,47.3415,1,3,3,1400,7,4.8125,233000,0
-122.2,47.3818,2,3,4,2210,8,3.8676,360000,0
-122.366,47.695,1,3,2,1170,6,3.9395,459000,0
-122.062,47.7479,1,4,3,2100,9,3.2434,740000,0
-122.073,47.7422,1,3,3,1160,7,3.0917,305000,0
-122.38,47.6921,1,3,3,1500,6,3.0645,395000,0
-122.198,47.7533,2,3,4,2940,8,2.7019,560000,0
-122.402,47.5793,1,4,4,2010,7,3.1115,650000,0
-122.239,47.7767,2,3,3,2170,7,3.4722,449950,0
-122.387,47.6988,1,4,3,1430,7,2.2222,517500,0
-122.214,47.7121,1,3,4,1510,7,6.1104,435000,0
-122.313,47.7447,1,3,3,1150,6,4.2733,329999,0
-122.405,47.5671,1,5,3,2150,8,3.2465,950000,0
-122.317,47.5646,1,5,3,1370,7,3.2417,447000,0
-122.02,47.717,1,3,2,2380,8,3.875,699800,0
-122.279,47.6374,1,5,3,1370,7,6.0501,850000,0
-122.355,47.3272,1,3,3,1600,7,6.8233,316500,0
-122.157,47.5511,1,4,5,3750,9,6.3501,942500,0
-122.384,47.5912,2,3,2,3950,10,2.6719,1310000,0
-122.178,47.5987,1,4,4,2400,9,3.875,856600,0
-122.262,47.5132,2.5,4,5,2830,8,2.5625,405600,0
-121.97,47.6333,2,3,4,2440,8,3.016,565000,0
-122.387,47.5818,2,3,3,1190,8,2.7694,400000,0
-121.934,47.7576,1,3,3,1400,7,3.6818,330000,0
-122.043,47.3608,2,3,4,2730,7,2.1382,374950,0
-122.166,47.4987,1,5,3,2390,7,3.7303,405300,0
-122.056,47.6216,2,3,3,2060,8,3.875,560000,0
-122.195,47.6051,1,4,4,2490,8,3.0489,824000,0
-122.08,47.363,1,5,3,1100,7,2.8203,260000,0
-122.287,47.6777,1,5,4,2430,8,4.3897,760000,0
-122.336,47.3384,2,3,3,3170,10,4.7143,405000,0
-122.15,47.4598,2,3,4,2640,8,4.6875,429900,0
-122.189,47.5089,1,4,3,1130,7,3.2091,341500,0
-122.38,47.7751,1.5,3,5,1940,7,4.275,465250,0
-122.362,47.6797,1.5,3,2,1100,7,4.1302,450000,0
-122.144,47.5771,1,4,3,1200,7,3.09,390000,0
-122.114,47.6188,1,4,3,2000,8,4.5417,420000,0
-122.279,47.4802,2,3,3,1890,8,4.6635,269950,0
-122.295,47.6101,1,3,4,1910,7,4.4427,493000,0
-122.172,47.3314,2,3,4,2710,9,4.5303,370000,0
-122.286,47.6196,1.5,5,5,4860,10,2.375,2250000,0
-122.11,47.475,1,5,3,1250,7,3.8171,305000,0
-122.217,47.7146,1.5,5,3,1590,6,4.5281,400000,0
-122.356,47.7073,2,3,3,1240,8,4.3456,320000,0
-122.351,47.6583,2,4,4,2000,7,3.4861,715000,0
-122.125,47.6261,1.5,4,6,3610,8,5.2312,650000,0
-122.376,47.3109,1,4,5,1930,8,3.6708,218000,0
-122.371,47.6949,1,3,2,1280,7,3.8875,500000,0
-121.993,47.4691,1,4,4,2090,7,3.9167,460000,0
-122.327,47.3289,1,4,3,1940,7,3.9063,232500,0
-122.363,47.5293,2,4,3,1800,7,3.7895,408200,0
-122.115,47.6792,1,4,3,1730,7,3.8,522000,0
-122.044,47.6337,2,3,4,2810,9,5.7309,675000,0
-122.134,47.5506,1,3,4,3550,11,4.1141,1355000,0
-122.333,47.492,1.5,3,4,1330,6,5.2838,249950,0
-122.294,47.4781,1,3,2,750,6,3.3479,210000,0
-122.355,47.7041,1,3,4,1760,7,3.142,429950,0
-121.994,47.6304,2,3,4,3200,9,3.7614,737500,0
-122.198,47.6815,1,5,4,1740,8,4.25,710000,0
-121.867,47.5341,2,3,3,2100,8,3.9338,470000,0
-122.078,47.7354,1,4,4,4270,12,2.5158,1100000,0
-122.335,47.6518,1.5,3,3,1340,7,2.4808,650000,0
-122.162,47.5619,1,5,4,3190,9,4.7083,1216000,0
-122.205,47.7148,2,3,3,1630,8,4.1652,422120,0
-122.218,47.746,2,3,5,2990,9,3.5541,625000,0
-122.375,47.5222,1.5,3,4,1550,6,3.8036,385200,0
-122.01,47.5756,2,3,3,1690,8,3.8259,500000,0
-122.058,47.3405,2,3,4,1960,8,3.2331,308000,0
-122.185,47.5433,1,5,3,2390,8,4.7109,565000,0
-122.034,47.6799,2,3,3,2600,7,4.2468,581000,0
-122.153,47.39,1,3,3,1950,8,6.396,361000,0
-122.121,47.6329,1,4,3,1250,7,3.8125,345000,0
-122.309,47.6124,2,3,2,1180,8,3.2857,419000,0
-122.179,47.4802,2,3,3,1680,7,3.8929,347000,0
-121.991,47.5839,2,3,4,2220,9,3.7262,625000,0
-122.227,47.5602,2,3,4,4890,11,4.0125,2400000,0
-122.011,47.3077,2.5,3,3,2660,8,4.1719,379000,0
-122.017,47.5707,2,3,3,1150,7,4.2857,310000,0
-122.225,47.3839,1,4,2,1130,6,3.6458,250000,0
-122.188,47.539,2,3,5,2760,9,2.6875,682000,0
-121.983,47.2118,1,3,3,1430,7,3.7292,246500,0
-122.228,47.2597,1.5,4,3,1490,5,4.5913,325000,0
-122.184,47.393,2,3,4,2030,8,3.8625,310950,0
-122.396,47.6347,2,5,3,3010,9,3.3611,1100000,0
-122.351,47.7493,1,4,3,1810,7,2.8971,287500,0
-122.351,47.7493,1,4,3,1810,7,4.0326,431000,0
-122.279,47.5282,1,3,3,970,6,4.0682,226000,0
-122.348,47.682,1.5,5,3,2010,7,5.3644,825000,0
-122.286,47.4778,1.5,3,4,1300,6,4.7019,175000,0
-122.123,47.6357,1,3,3,1260,7,5.64,465750,0
-122.05,47.5771,2,3,4,2610,8,3.7931,659000,0
-122.327,47.6898,1,3,3,1910,8,4.6458,595000,0
-122.127,47.4622,2,4,3,1780,8,3.694,350000,0
-122.381,47.3102,1,4,4,1900,8,2.652,270000,0
-122.117,47.6061,1,3,6,2450,7,3.5,662500,0
-122.281,47.294,1,4,3,1380,5,3.2386,249900,0
-122.362,47.3272,1,4,3,1920,7,5.097,324500,0
-122.033,47.7176,1,3,2,1350,8,4.3875,430000,0
-122.033,47.7176,1,3,2,1350,8,4.625,419950,0
-122.276,47.3748,1,4,4,2510,8,5.0406,285000,0
-122.191,47.3337,2,3,4,2470,8,5.8704,332000,0
-122.3,47.5033,1,3,4,1660,7,5.3226,282000,0
-122.34,47.7321,1,3,3,1340,7,4.235,320000,0
-122.119,47.5719,1.5,4,3,1620,7,4.825,428750,0
-121.937,47.2477,2,3,3,2300,8,5.5218,330000,0
-122.361,47.7027,3,3,4,2000,8,6.5116,456500,0
-122.121,47.4723,1,4,3,1640,8,6.0661,352000,0
-122.325,47.6645,1.5,4,4,1530,7,6.0074,664000,0
-122.203,47.7738,1,3,3,4000,9,4.6211,628000,0
-122.136,47.6618,1,3,3,1610,7,5.225,512000,0
-122.376,47.3085,1,4,3,2070,7,5.3428,254000,0
-121.996,47.5691,2,3,4,1900,8,3.7462,535800,0
-122.006,47.3841,1,4,3,1050,7,4.5721,287653,0
-122.385,47.5446,2,3,3,1520,8,3.6923,438000,0
-122.237,47.7557,1,3,4,2390,7,4.6786,450000,0
-122.209,47.2635,2,3,5,2400,8,2.875,327000,0
-122.128,47.4829,2,3,4,1790,7,3.3617,370500,0
-122.049,47.3898,2,3,3,1720,7,5.7579,265000,0
-122.197,47.5152,1,4,4,2980,8,2.9706,450000,0
-122.093,47.5081,1.5,5,3,1520,8,3.9022,425000,0
-122.115,47.3729,1,4,3,1150,7,4.6146,166600,0
-122.323,47.481,1,3,1,380,5,5.7192,245000,0
-122.284,47.6742,1,3,3,910,7,3.6832,565000,0
-122.169,47.6963,1,3,3,1650,8,6.2073,539900,0
-122.307,47.5951,2,3,3,2480,10,5.8151,910000,0
-122.219,47.2658,2,3,4,2050,8,5.8322,280000,0
-122.039,47.3576,2,4,3,1420,7,5.6277,275000,0
-122.188,47.4802,2,3,3,3460,7,5.2879,467000,0
-122.005,47.5682,2,3,3,1500,8,6.5615,457500,0
-122.276,47.5517,1,4,2,1320,7,5.6758,381156,0
-122.191,47.3122,1,4,5,2180,8,6.1047,289999,0
-122.288,47.5962,1,3,3,1830,7,3.5714,642450,0
-122.137,47.6071,1,3,3,1620,7,6.0824,469950,0
-122.188,47.6652,1,5,3,2920,8,4.3594,795000,0
-122.036,47.6323,2,3,4,3300,10,5.5737,785000,0
-122.106,47.5611,2,3,3,3060,10,4.8962,860000,0
-122.322,47.6362,3.5,3,,3064,7,4.6978,1095000,0
-122.203,47.404,1,3,3,1530,7,4.4259,147500,0
-122.198,47.7356,1,3,3,1910,7,3.3008,390000,0
-122.314,47.3586,1,3,3,1020,7,4.5687,229000,0
-122.307,47.494,1,3,3,1150,6,3.8179,185000,0
-122.305,47.7004,1,3,3,1260,7,5,414900,0
-122.381,47.5507,1,2,4,1920,6,4.3393,200000,0
-122.191,47.2959,1,3,4,1800,8,4.1387,225000,0
-122.289,47.6675,2,5,3,2040,7,4.8052,720000,0
-122.37,47.6402,2,5,4,2200,8,4.6349,930000,0
-122.222,47.6209,1,3,5,3200,7,3.168,1270000,0
-122.291,47.6094,2,4,5,2400,7,3.1326,700000,0
-122.333,47.6608,3,3,2,1140,7,2.9074,466000,0
-122.193,47.7364,1,3,3,1330,7,8.3996,374000,0
-122.172,47.7438,2,4,3,1940,8,6.6478,480000,0
-122.013,47.6724,2,3,3,3000,9,6.629,740000,0
-122.318,47.6476,1.5,3,4,1820,8,6.2179,1010000,0
-122.127,47.3782,2,3,4,2910,8,5.761,395000,0
-122.352,47.5185,1,3,2,1090,6,4.6641,340000,0
-122.361,47.526,2,3,3,1230,7,6.7599,209000,0
-122.146,47.5922,1.5,3,5,1710,7,3.9909,431650,0
-122.216,47.5368,1,4,5,3160,9,4.2955,980000,0
-122.05,47.7637,2,3,3,2680,9,4.9615,660000,0
-122.188,47.6916,2,4,4,2190,8,2.6198,730000,0
-122.076,47.3592,1,4,3,1260,7,4.7135,291500,0
